username,connections_count,followers_count,following_count,activity_count,number_of_posts,account_age_days,bio_length,has_profile_pic,has_cover_photo,followers_following_ratio,label
shivali_gaikwad,87163,86642,521,3893,1227,2698,101,1,0,166.3,0
sai.sharma,9512,8555,957,4700,461,2961,150,1,0,8.94,0
vihaan.kadam,40562,39510,1052,1550,916,1814,51,1,1,37.56,0
prajkta.sharma,3182,56,3126,14,21,15,8,1,1,0.02,1
sureshjoshi,3800,6,3794,18,44,154,9,1,0,0.0,1
aditya_kulkarni,99064,97689,1375,4736,1510,1449,73,1,1,71.05,0
kavya.mehta,3945,185,3760,3,24,47,22,0,1,0.05,1
priyasutar,753,241,512,47,4,151,12,1,1,0.47,1
arjun.patil,64977,64770,207,993,960,1056,155,1,0,312.9,0
riya921,9683,9350,333,1054,284,2995,100,1,1,28.08,0
kavya.pawar,6624,5550,1074,4162,1240,369,63,1,1,5.17,0
priyachavhan,5024,199,4825,74,5,62,7,0,1,0.04,1
shreya9,3815,52,3763,57,2,17,35,1,0,0.01,1
vihaan_575,2423,115,2308,47,29,164,23,1,0,0.05,1
rahul.kharat,1976,242,1734,37,33,40,11,0,0,0.14,1
rohan293,3952,255,3697,61,9,130,7,1,0,0.07,1
arjun.sutar,4309,189,4120,71,19,169,1,0,0,0.05,1
shivalikulkarni,60389,58536,1853,4159,735,738,86,1,0,31.59,0
rahul_patel,4953,67,4886,46,30,22,8,1,0,0.01,1
vihaanmehta,1840,85,1755,2,34,100,36,0,1,0.05,1
sai261,30181,28847,1334,2621,898,1233,110,1,0,21.62,0
pooja.kharat,4356,282,4074,14,35,116,34,1,1,0.07,1
riya.mehta,37486,36319,1167,1356,585,1432,61,1,0,31.12,0
vihaangaikwad,84020,82265,1755,4685,310,2773,103,1,0,46.87,0
vihaansutar,54086,52569,1517,1952,1953,207,128,1,1,34.65,0
aditya_542,882,252,630,4,42,73,3,1,1,0.4,1
suman.sharma,1329,250,1079,58,23,129,24,1,1,0.23,1
vivaan_gaikwad,43001,42881,120,2066,1292,283,67,1,0,357.34,0
riyabhise,3156,150,3006,55,28,66,24,1,0,0.05,1
rohankadam,77358,76172,1186,3108,681,2370,116,1,1,64.23,0
aarav717,1023,85,938,68,39,1,33,1,1,0.09,1
amit.singh,3342,193,3149,15,29,5,17,0,0,0.06,1
aishwarya_patel,978,263,715,78,6,168,12,1,0,0.37,1
vivaan623,30546,28816,1730,3693,1078,1810,86,1,1,16.66,0
nikita_shinde,15399,15194,205,4590,1345,1121,83,1,0,74.12,0
divya_sharma,4333,241,4092,31,46,23,21,0,1,0.06,1
shreyakamble,4024,274,3750,58,25,10,14,1,0,0.07,1
sai_kadam,4710,161,4549,13,21,151,30,0,1,0.04,1
prathamesh_kadam,4402,39,4363,35,25,108,35,0,1,0.01,1
ishaan.sutar,2525,85,2440,71,6,115,12,1,0,0.03,1
rohankadam,926,117,809,45,0,9,43,1,0,0.14,1
nikita920,39549,37887,1662,2468,1226,1734,66,1,1,22.8,0
shivali_188,9823,8466,1357,1442,1655,1365,74,1,0,6.24,0
rohan_130,3645,21,3624,20,2,103,36,1,0,0.01,1
sureshshinde,4217,114,4103,64,34,44,44,1,1,0.03,1
sai_770,4151,70,4081,56,42,78,30,0,1,0.02,1
sai_56,3854,10,3844,0,40,28,19,1,1,0.0,1
arjun728,1445,167,1278,74,49,16,20,0,1,0.13,1
priya_246,67527,65849,1678,4558,1168,237,93,1,1,39.24,0
krishna406,91437,89491,1946,361,1500,611,79,1,1,45.99,0
suman272,4143,256,3887,58,19,130,23,1,1,0.07,1
ananya_chavhan,955,43,912,47,34,2,26,0,0,0.05,1
kunal_patil,31300,31078,222,2160,975,2485,75,1,1,139.99,0
arjun328,44137,43765,372,3685,1972,2928,146,1,1,117.65,0
pooja70,792,94,698,40,6,14,14,1,0,0.13,1
krishnabhise,90310,90213,97,3011,1261,1844,69,1,0,930.03,0
vihaan.sharma,89843,89124,719,629,1127,2977,120,1,0,123.96,0
shivali629,2650,178,2472,37,20,119,30,0,0,0.07,1
vivaan427,3498,171,3327,76,12,63,15,1,1,0.05,1
prajkta_51,23494,21498,1996,1688,329,808,78,1,0,10.77,0
arjun_jadhav,3610,23,3587,70,42,57,37,0,1,0.01,1
pooja_7,44119,42752,1367,2714,1732,1817,64,1,1,31.27,0
ishaanshinde,18197,18058,139,4715,1572,1265,137,1,1,129.91,0
aishwarya200,63856,62155,1701,2927,1960,2334,105,1,0,36.54,0
ankitkulkarni,68966,68801,165,2965,1827,851,146,1,1,416.98,0
aishwarya.gaikwad,1655,1453,202,4029,1639,2199,133,1,0,7.19,0
rahulkamble,55792,55184,608,736,1290,2172,113,1,1,90.76,0
divya267,4324,91,4233,30,11,72,33,1,0,0.02,1
divya857,2173,171,2002,65,31,121,36,1,1,0.09,1
neha.gaikwad,748,292,456,70,33,91,23,0,0,0.64,1
vihaan_363,69696,69495,201,2042,392,2988,50,1,1,345.75,0
ankit_570,715,66,649,4,24,114,20,1,0,0.1,1
amitkulkarni,48736,47533,1203,901,1963,2410,151,1,0,39.51,0
suman.sutar,96542,96235,307,4942,51,1512,86,1,1,313.47,0
aishwarya_patel,96195,94695,1500,1579,681,2437,68,1,1,63.13,0
shivalikadam,3454,237,3217,37,40,42,3,1,1,0.07,1
suresh_189,691,182,509,60,27,150,41,1,0,0.36,1
krishna_152,3570,7,3563,73,3,70,25,1,1,0.0,1
shreya_kharat,95113,93854,1259,3725,729,2349,55,1,1,74.55,0
prajkta_172,3647,175,3472,2,20,72,9,1,1,0.05,1
nikhil520,2499,34,2465,74,19,39,18,1,0,0.01,1
mrunal_shinde,62244,61326,918,3726,166,1378,112,1,0,66.8,0
prajkta465,2678,241,2437,10,35,167,16,0,1,0.1,1
shivali_428,687,55,632,34,42,9,29,1,1,0.09,1
ananya737,51919,51164,755,1732,1849,2136,111,1,1,67.77,0
yogesh_293,3995,253,3742,9,6,41,24,1,1,0.07,1
mrunalkulkarni,17906,17766,140,1931,202,966,88,1,1,126.9,0
rahulbhise,78724,77103,1621,1636,1265,1461,117,1,0,47.57,0
saijoshi,97520,96696,824,4766,1901,2593,61,1,1,117.35,0
suman_92,34338,32942,1396,1670,825,1234,130,1,0,23.6,0
divya_306,3274,13,3261,7,8,125,7,0,1,0.0,1
sneha.chavhan,55208,55065,143,3788,1128,1222,57,1,0,385.07,0
suman_kadam,2921,172,2749,48,37,77,21,1,1,0.06,1
krishnasingh,82625,80781,1844,3830,1843,1178,156,1,1,43.81,0
divya.bhise,89421,89025,396,378,1910,2674,86,1,1,224.81,0
shreya_839,2438,240,2198,80,19,6,41,1,1,0.11,1
divya.kale,3281,257,3024,21,36,131,40,1,1,0.08,1
arjun_bhise,41568,39737,1831,539,302,1242,82,1,0,21.7,0
ananyajoshi,5076,113,4963,27,7,95,2,0,0,0.02,1
sureshkamble,3451,127,3324,32,32,16,15,1,0,0.04,1
shivali_joshi,32723,30953,1770,3912,778,228,89,1,1,17.49,0
shivalipawar,4443,290,4153,80,34,73,24,0,1,0.07,1
ankit_573,3077,190,2887,47,22,51,15,0,0,0.07,1
prathamesh_729,2447,282,2165,65,15,33,21,0,1,0.13,1
nikhil152,70424,68833,1591,2154,1099,208,134,1,0,43.26,0
kavyapatil,5148,233,4915,50,17,100,37,0,0,0.05,1
prathamesh.bhise,49058,48868,190,2068,1201,300,149,1,1,257.2,0
ishaan218,4711,151,4560,12,25,69,25,0,1,0.03,1
vihaanshinde,74443,73883,560,3757,1407,2013,65,1,1,131.93,0
vivaanbhise,4927,82,4845,0,50,6,22,0,0,0.02,1
vivaankadam,96663,95190,1473,2053,1423,2572,119,1,0,64.62,0
rahulsutar,921,97,824,56,15,63,6,1,1,0.12,1
kunal802,21642,19788,1854,1562,837,2878,159,1,1,10.67,0
vivaan_jadhav,32295,31149,1146,1593,1607,1452,91,1,0,27.18,0
sureshsharma,60788,60218,570,3493,589,1560,138,1,0,105.65,0
riya.mehta,1173,189,984,18,28,26,46,1,0,0.19,1
suresh_kadam,3525,106,3419,71,28,69,42,0,1,0.03,1
shivali39,39938,38872,1066,4958,1997,2435,101,1,1,36.47,0
suman_singh,3409,18,3391,60,38,84,13,1,1,0.01,1
vivaan_gaikwad,84098,82106,1992,2419,983,921,106,1,0,41.22,0
aditya_kulkarni,608,279,329,3,28,52,11,0,1,0.85,1
sureshsutar,79001,78333,668,4988,933,2125,78,1,1,117.26,0
sai900,3762,154,3608,64,39,95,18,1,1,0.04,1
aarav.joshi,1262,50,1212,79,9,159,14,1,0,0.04,1
suresh.kale,3627,79,3548,58,40,14,32,0,0,0.02,1
pooja_gaikwad,577,135,442,4,13,11,19,0,1,0.31,1
ankit_kamble,90491,90176,315,4148,1765,1668,52,1,1,286.27,0
vivaan194,29179,28151,1028,2483,1585,2637,128,1,0,27.38,0
shreya.kale,64696,64295,401,1177,1690,763,139,1,0,160.34,0
suresh_chavhan,3907,83,3824,45,14,97,44,0,0,0.02,1
pooja_pawar,614,263,351,69,14,160,4,1,1,0.75,1
rahul.patel,40974,39191,1783,3166,57,1028,51,1,0,21.98,0
yogesh.chavhan,56191,54990,1201,4517,1082,1063,155,1,0,45.79,0
shivali_665,60552,59394,1158,3656,1681,1274,105,1,1,51.29,0
kunal_gaikwad,12478,10761,1717,3170,905,2894,143,1,0,6.27,0
shreya.gaikwad,99665,98948,717,4091,654,2946,147,1,1,138.0,0
mrunal_chavhan,31914,31829,85,2154,1150,2770,142,1,1,374.46,0
krishna675,2167,48,2119,49,11,53,46,1,0,0.02,1
shivali536,1739,65,1674,45,29,176,0,0,0,0.04,1
shreyasingh,91219,90203,1016,4892,115,2876,85,1,0,88.78,0
divyamehta,1214,98,1116,51,21,81,36,0,0,0.09,1
rahulkharat,3016,215,2801,71,48,165,1,1,0,0.08,1
vihaan.kamble,26896,25365,1531,221,902,2755,50,1,1,16.57,0
vihaan.kadam,85698,85069,629,3431,65,1252,131,1,1,135.24,0
arjun.sharma,3953,247,3706,48,47,116,45,1,1,0.07,1
snehashinde,58922,57413,1509,1201,1920,1575,119,1,1,38.05,0
nikita.singh,46468,44804,1664,4301,684,2423,128,1,0,26.93,0
sneha550,62920,62309,611,3047,1378,2343,142,1,0,101.98,0
aarav_kale,76819,76151,668,3001,1153,359,54,1,1,114.0,0
shreya.kulkarni,71431,70137,1294,1291,70,1414,128,1,1,54.2,0
rahul517,2401,208,2193,18,45,37,38,1,1,0.09,1
vihaan_shinde,3789,174,3615,5,31,127,26,0,0,0.05,1
aarav_bhise,4022,44,3978,68,35,39,24,1,0,0.01,1
ankit_38,4484,161,4323,72,38,99,42,1,0,0.04,1
sneha267,3431,5,3426,4,36,144,48,1,0,0.0,1
aditya_patil,2882,0,2882,55,5,59,9,1,0,0.0,1
nikita.kamble,4813,173,4640,40,45,31,1,1,0,0.04,1
vivaanshinde,51102,49245,1857,2368,1430,1474,100,1,1,26.52,0
prathameshjadhav,949,226,723,43,41,121,19,0,1,0.31,1
rohanchavhan,1969,34,1935,47,16,77,28,0,0,0.02,1
priya_singh,980,300,680,9,28,147,3,0,0,0.44,1
suman.singh,4602,132,4470,53,38,145,41,1,0,0.03,1
vihaan.kamble,79143,79060,83,1775,86,1324,151,1,0,952.53,0
krishna583,4867,253,4614,16,12,157,26,1,0,0.05,1
aaravkale,75078,73273,1805,1801,333,2403,153,1,1,40.59,0
aarav_991,2623,275,2348,1,38,7,30,0,1,0.12,1
ankit_chavhan,2154,59,2095,65,27,20,39,0,1,0.03,1
suman_814,83090,81525,1565,4735,312,1449,124,1,0,52.09,0
nikita.kulkarni,81055,79889,1166,1998,535,974,145,1,1,68.52,0
divya_676,19593,17639,1954,1770,238,712,79,1,0,9.03,0
shreya_bhise,4216,39,4177,4,16,142,35,0,1,0.01,1
priyamehta,6800,5198,1602,3989,1597,2273,78,1,0,3.24,0
aishwarya.patel,707,300,407,20,9,79,33,0,1,0.74,1
riya_805,4254,52,4202,37,30,139,28,1,0,0.01,1
prathamesh388,20195,19850,345,727,1446,1598,133,1,1,57.54,0
vihaan122,1854,123,1731,23,1,42,24,1,1,0.07,1
arjunkulkarni,2854,174,2680,40,40,105,11,0,0,0.06,1
kunal_kharat,2501,126,2375,27,14,42,10,0,1,0.05,1
kavya428,57174,56770,404,3609,944,2017,111,1,1,140.52,0
sai_jadhav,2110,84,2026,78,24,104,38,0,1,0.04,1
krishna.sutar,2462,257,2205,23,41,138,46,0,0,0.12,1
kunal_sharma,42615,42393,222,1127,994,2823,97,1,1,190.96,0
rohan8,4681,139,4542,15,15,9,48,1,1,0.03,1
pooja.jadhav,2136,51,2085,45,6,43,13,0,0,0.02,1
rohan_shinde,75093,74072,1021,712,1025,2742,63,1,0,72.55,0
prajkta_kharat,16908,15884,1024,1945,1769,2479,61,1,1,15.51,0
suresh.singh,77097,75425,1672,3911,1518,2277,121,1,0,45.11,0
riya902,72679,70916,1763,2510,1265,2234,110,1,1,40.22,0
krishna_pawar,90602,90170,432,1076,1865,2497,59,1,0,208.73,0
ishaan570,92943,91097,1846,1195,1020,2198,127,1,1,49.35,0
aditya161,1128,237,891,74,38,46,41,0,0,0.27,1
prathamesh.bhise,3685,235,3450,79,41,21,49,1,0,0.07,1
nikita_641,9510,7549,1961,1974,1376,2810,73,1,0,3.85,0
sneha_gaikwad,88882,88416,466,3055,794,1312,58,1,0,189.73,0
ishaan_776,76667,76492,175,2536,1234,309,76,1,1,437.1,0
aarav379,5173,214,4959,66,38,62,16,0,1,0.04,1
kavya_kale,3008,146,2862,36,27,10,48,1,0,0.05,1
ankitpatel,729,262,467,21,29,17,21,1,0,0.56,1
riya_53,5139,194,4945,32,45,111,22,1,1,0.04,1
aaravsharma,2212,187,2025,36,19,99,42,0,0,0.09,1
rohan_504,43646,43323,323,3622,1839,2313,79,1,1,134.13,0
vivaan_357,39457,38474,983,102,1681,1100,96,1,1,39.14,0
shivali49,2738,114,2624,77,22,111,5,1,0,0.04,1
nikitagaikwad,567,191,376,12,20,122,37,1,1,0.51,1
arjun.kadam,3855,130,3725,66,33,97,3,0,0,0.03,1
aditya.mehta,11734,9805,1929,874,237,1153,138,1,0,5.08,0
yogesh_479,3895,186,3709,35,14,112,2,1,1,0.05,1
arjun_256,55545,54121,1424,1779,1235,580,152,1,1,38.01,0
amit_183,2305,85,2220,3,26,71,16,1,0,0.04,1
vivaan_350,5065,288,4777,65,42,83,8,0,0,0.06,1
ishaankamble,14487,13325,1162,431,1644,2942,142,1,0,11.47,0
kunal_206,498,176,322,39,7,33,8,1,0,0.55,1
aarav385,36185,34686,1499,4481,1209,1130,158,1,0,23.14,0
pooja863,38055,36669,1386,907,660,1413,50,1,1,26.46,0
priyashinde,14897,14276,621,1890,384,1227,148,1,1,22.99,0
sai_495,61082,59784,1298,2039,1344,1391,153,1,1,46.06,0
sureshsharma,38940,38571,369,2868,1892,1821,126,1,0,104.53,0
ishaanpatel,598,232,366,35,45,113,11,0,1,0.63,1
vihaan_shinde,2512,280,2232,68,0,5,31,1,1,0.13,1
divya_joshi,95721,93889,1832,4592,823,2056,103,1,1,51.25,0
priya.shinde,1225,152,1073,3,36,127,7,0,1,0.14,1
aarav.kulkarni,4561,34,4527,43,24,155,13,0,1,0.01,1
vihaanmehta,37623,36118,1505,673,1582,2242,87,1,1,24.0,0
rahul_joshi,3550,198,3352,61,8,78,44,1,1,0.06,1
shreya_kulkarni,3042,62,2980,73,13,123,49,0,0,0.02,1
aishwarya627,4616,229,4387,41,17,176,11,1,1,0.05,1
shivali_kharat,93016,92530,486,2100,1768,2144,60,1,1,190.39,0
suresh_445,4088,175,3913,50,15,61,44,0,1,0.04,1
kavya_206,55408,53784,1624,4971,467,1024,80,1,0,33.12,0
sai497,416,59,357,5,28,61,8,0,1,0.17,1
sai.mehta,36621,34621,2000,2073,470,2338,80,1,0,17.31,0
adityapatil,2409,192,2217,59,19,116,50,0,1,0.09,1
ishaanmehta,94590,92657,1933,3625,510,752,69,1,0,47.93,0
prathamesh785,65190,64706,484,2642,988,420,126,1,0,133.69,0
vivaan.pawar,6911,5843,1068,3367,1090,670,110,1,1,5.47,0
rahul.sharma,1962,239,1723,73,31,167,5,1,1,0.14,1
ishaan_chavhan,4194,56,4138,11,11,130,6,0,0,0.01,1
sai_414,58013,57633,380,1222,1397,1968,100,1,1,151.67,0
prajkta_489,42714,41491,1223,939,239,1347,103,1,0,33.93,0
priya_705,65053,63219,1834,3125,1789,2601,92,1,1,34.47,0
pooja206,4647,58,4589,41,38,46,19,0,0,0.01,1
rahul.jadhav,1241,2,1239,79,1,165,34,0,1,0.0,1
arjun_625,2367,139,2228,51,4,120,28,0,0,0.06,1
suman_516,56498,55997,501,4613,548,439,54,1,0,111.77,0
nikita_26,33206,32071,1135,3569,676,1753,116,1,0,28.26,0
suman_gaikwad,4487,89,4398,33,2,100,26,1,0,0.02,1
shivali520,57153,57077,76,3044,1207,1279,50,1,0,751.01,0
aishwarya.patil,52954,52571,383,4047,1591,476,103,1,1,137.26,0
riya.patil,64900,63298,1602,2607,1134,866,91,1,1,39.51,0
vivaan.gaikwad,21554,20830,724,2285,1274,875,60,1,1,28.77,0
kunal.gaikwad,3676,210,3466,35,1,69,28,0,1,0.06,1
kunal_gaikwad,2813,16,2797,32,21,32,20,1,1,0.01,1
amit_871,79961,78733,1228,2288,1484,2373,54,1,1,64.11,0
nikhil_440,55971,55903,68,4969,1341,2234,159,1,0,822.1,0
ishaan.jadhav,2498,243,2255,19,13,64,27,0,0,0.11,1
vivaan.singh,45798,44320,1478,4527,1601,218,90,1,0,29.99,0
divya.gaikwad,3048,77,2971,79,21,175,23,0,0,0.03,1
vihaan_488,88395,87048,1347,2807,1565,768,95,1,0,64.62,0
kunal24,100547,99776,771,793,740,2265,96,1,1,129.41,0
krishna319,1125,225,900,12,22,169,27,1,0,0.25,1
vihaan656,1739,19,1720,7,46,149,20,0,0,0.01,1
ankitgaikwad,91485,90943,542,2261,465,2896,94,1,1,167.79,0
priya.kharat,8175,7277,898,1746,908,1383,59,1,1,8.1,0
shivali_750,2373,67,2306,22,25,138,21,1,0,0.03,1
kunalpawar,2713,294,2419,58,35,118,19,0,0,0.12,1
nikita364,4056,122,3934,30,5,22,15,1,0,0.03,1
pooja_kharat,87068,86817,251,1611,652,1948,111,1,0,345.88,0
nikita_343,2230,127,2103,1,48,64,25,0,1,0.06,1
yogeshmehta,24689,23728,961,1410,368,1251,160,1,1,24.69,0
aarav751,5226,282,4944,4,36,104,47,0,1,0.06,1
shivalikamble,85236,84627,609,4153,241,2578,97,1,0,138.96,0
divya_sharma,37255,35772,1483,4818,1014,733,82,1,1,24.12,0
aishwarya.kharat,10251,10120,131,4094,1561,767,151,1,0,77.25,0
divya591,3087,174,2913,67,0,135,34,0,1,0.06,1
ankit_mehta,22697,21328,1369,2454,1527,651,148,1,0,15.58,0
aditya372,67685,67003,682,1746,1794,2646,103,1,1,98.24,0
amit678,580,253,327,76,30,119,8,1,1,0.77,1
divyapatel,3485,5,3480,80,27,83,19,1,0,0.0,1
neha40,2875,196,2679,5,26,146,30,1,0,0.07,1
prajkta.pawar,16906,14956,1950,3164,1624,937,158,1,1,7.67,0
riya.mehta,1425,249,1176,42,36,79,39,1,1,0.21,1
aishwarya273,1354,125,1229,11,6,7,39,0,0,0.1,1
rahul_kulkarni,1516,171,1345,61,43,68,9,0,0,0.13,1
nikita.kharat,71592,69592,2000,4974,1492,1202,158,1,1,34.8,0
prajkta.singh,58406,57853,553,496,1490,2182,138,1,0,104.62,0
saikharat,2808,203,2605,61,21,145,0,0,1,0.08,1
divya_895,21868,21290,578,2150,1935,774,156,1,0,36.83,0
neha_217,4493,164,4329,36,21,122,46,0,0,0.04,1
pooja_219,88583,87922,661,3114,1817,727,61,1,1,133.01,0
aditya_779,3560,57,3503,22,34,108,29,0,0,0.02,1
ananya.kadam,2156,187,1969,74,9,82,40,0,1,0.09,1
nikita.gaikwad,23680,22595,1085,4992,97,700,146,1,1,20.82,0
kunal.gaikwad,66431,65599,832,494,1000,1631,129,1,1,78.84,0
adityamehta,63490,61778,1712,2770,656,426,60,1,0,36.09,0
sai22,681,165,516,44,1,152,17,1,1,0.32,1
ananya66,2780,136,2644,79,0,130,44,1,0,0.05,1
amit_806,3405,230,3175,22,46,140,19,0,0,0.07,1
shivali_mehta,1868,40,1828,37,2,22,39,0,0,0.02,1
ishaan.shinde,34615,33473,1142,4576,113,1776,97,1,1,29.31,0
saisingh,73017,72644,373,4225,1954,1171,68,1,1,194.76,0
pooja_520,44770,43886,884,4022,329,272,106,1,1,49.64,0
mrunal_shinde,56992,56009,983,1862,242,1440,77,1,1,56.98,0
prajktakulkarni,732,118,614,2,41,157,36,1,1,0.19,1
adityakadam,3548,142,3406,77,48,88,27,0,1,0.04,1
aishwarya_sutar,872,241,631,77,24,155,38,0,1,0.38,1
aditya_gaikwad,4266,282,3984,27,50,117,5,0,1,0.07,1
shivali_146,2841,266,2575,11,30,29,45,0,1,0.1,1
yogesh_382,94806,92822,1984,3775,1829,482,85,1,1,46.79,0
amitbhise,18736,17517,1219,2713,477,2117,51,1,0,14.37,0
aarav.chavhan,65637,64731,906,2486,1638,2841,155,1,0,71.45,0
amit815,38440,37844,596,818,1550,2910,159,1,1,63.5,0
nikita_293,589,202,387,56,44,47,30,0,0,0.52,1
shreya_shinde,4605,202,4403,23,4,46,33,0,0,0.05,1
kavya_331,2957,39,2918,15,18,100,11,0,0,0.01,1
krishna_sharma,12436,12338,98,4733,1000,1517,90,1,0,125.9,0
vivaan306,1215,111,1104,54,18,97,17,0,1,0.1,1
aditya_sutar,34225,32742,1483,3716,970,2270,88,1,1,22.08,0
sai.patel,4258,80,4178,1,41,11,14,1,1,0.02,1
arjun990,4601,6,4595,4,48,99,35,1,1,0.0,1
prathameshkulkarni,74878,72899,1979,3813,1177,1843,94,1,1,36.84,0
mrunal_kamble,46678,46232,446,4119,210,1721,76,1,0,103.66,0
rohan_966,2497,113,2384,55,34,119,10,0,1,0.05,1
ishaan_mehta,4798,4139,659,997,450,2624,137,1,0,6.28,0
ankit561,71115,70932,183,3172,1003,635,72,1,0,387.61,0
shivali.jadhav,2264,190,2074,68,44,40,42,0,0,0.09,1
ankit_chavhan,18442,18364,78,4686,302,2642,156,1,0,235.44,0
rahul.gaikwad,4136,162,3974,46,21,153,35,0,1,0.04,1
sureshjadhav,4541,115,4426,80,2,146,11,0,1,0.03,1
neha_patel,3855,60,3795,12,9,121,43,1,1,0.02,1
divya_718,21320,20200,1120,2637,224,1773,142,1,0,18.04,0
rohan153,2165,263,1902,12,27,94,47,0,0,0.14,1
ananyakadam,44865,43444,1421,632,1213,2298,158,1,1,30.57,0
rahul76,43614,42316,1298,2796,1168,627,64,1,1,32.6,0
nikhilkale,36295,35617,678,444,1453,1513,62,1,1,52.53,0
rahulpatil,1670,246,1424,78,28,42,4,0,0,0.17,1
prathameshchavhan,25236,23797,1439,1679,1621,2369,89,1,0,16.54,0
amit102,62824,61316,1508,2595,1726,957,50,1,1,40.66,0
ananya.chavhan,4591,245,4346,0,31,96,6,0,1,0.06,1
nikhil_805,46787,46398,389,3115,1122,1203,114,1,0,119.28,0
riya251,2918,125,2793,4,8,78,10,0,0,0.04,1
vihaanpatil,4148,74,4074,38,46,32,14,0,1,0.02,1
suman685,3049,51,2998,80,41,4,20,1,0,0.02,1
ankitsutar,2238,190,2048,74,17,106,41,0,0,0.09,1
nikhiljadhav,4812,262,4550,30,7,41,0,0,1,0.06,1
prajkta363,95725,93931,1794,1335,1039,528,135,1,1,52.36,0
aaravkale,52459,50865,1594,1388,849,1633,99,1,1,31.91,0
vivaan.sharma,837,130,707,59,21,143,36,1,0,0.18,1
prajkta791,21935,21347,588,1607,933,2943,115,1,0,36.3,0
yogesh_patil,2817,227,2590,3,47,139,49,0,1,0.09,1
nikhiljadhav,1674,222,1452,0,32,135,24,0,1,0.15,1
aaravpatel,6088,5065,1023,1653,1912,2088,111,1,1,4.95,0
shivali_kulkarni,20219,19508,711,2869,1215,977,142,1,1,27.44,0
yogesh.sutar,1794,136,1658,10,26,119,21,0,0,0.08,1
ishaan_99,2260,244,2016,37,6,47,43,1,0,0.12,1
rahul.kamble,19475,17527,1948,269,258,1594,160,1,1,9.0,0
rahul.patel,1437,75,1362,72,18,45,29,1,1,0.06,1
nikhilkadam,92991,91035,1956,688,524,2352,148,1,0,46.54,0
priya385,88111,86652,1459,2812,1479,901,63,1,0,59.39,0
kunal_chavhan,1717,19,1698,13,10,53,50,0,1,0.01,1
prajkta_kulkarni,3326,2823,503,3205,423,698,98,1,1,5.61,0
divyasutar,1836,248,1588,30,43,18,18,1,1,0.16,1
vivaankulkarni,84495,83971,524,3036,1423,924,140,1,0,160.25,0
arjun_sutar,67195,66521,674,4406,1971,1383,150,1,1,98.7,0
kavyapawar,2666,907,1759,164,1765,2952,136,1,1,0.52,0
vihaan49,83364,82143,1221,4729,1133,2574,57,1,0,67.28,0
prajktagaikwad,73271,73014,257,1293,684,2836,157,1,1,284.1,0
aditya_gaikwad,98428,96828,1600,4636,1341,1019,114,1,1,60.52,0
aditya.patil,62175,60611,1564,542,1580,1766,55,1,0,38.75,0
kavya_mehta,51736,51423,313,2936,1522,1083,100,1,0,164.29,0
rohan99,50689,50274,415,609,1088,952,94,1,0,121.14,0
ananya_bhise,68467,68347,120,2180,1274,876,141,1,1,569.56,0
shreya_chavhan,593,170,423,53,10,122,37,1,1,0.4,1
krishna_chavhan,4944,108,4836,56,19,30,33,1,0,0.02,1
aishwarya_patil,1099,219,880,32,48,36,26,0,1,0.25,1
ishaanpatel,99147,98118,1029,4959,682,2496,92,1,0,95.35,0
aditya860,4455,91,4364,78,28,69,35,1,0,0.02,1
ananya.gaikwad,59509,57948,1561,733,721,1555,133,1,1,37.12,0
mrunal.mehta,1065,112,953,47,7,161,18,1,0,0.12,1
prajkta_sutar,2452,122,2330,56,32,114,14,0,1,0.05,1
yogesh_513,40818,39500,1318,3970,933,2094,110,1,1,29.97,0
nehakadam,3806,23,3783,6,32,145,50,0,1,0.01,1
priya_shinde,13398,12891,507,3111,1054,395,151,1,1,25.43,0
rahulpawar,1219,240,979,5,14,1,20,1,1,0.25,1
kavya_mehta,3654,56,3598,63,22,110,36,0,1,0.02,1
neha_577,1780,95,1685,54,39,117,43,0,1,0.06,1
yogesh_gaikwad,676,41,635,3,46,88,4,0,1,0.06,1
sai.shinde,1855,34,1821,32,27,148,27,0,1,0.02,1
rohan576,2726,142,2584,67,21,139,16,1,0,0.05,1
sneha995,29661,28246,1415,1117,1835,2292,120,1,0,19.96,0
vihaankharat,4901,248,4653,67,21,168,26,0,1,0.05,1
ananya.joshi,3203,21,3182,20,23,107,28,1,0,0.01,1
aditya_936,1965,138,1827,70,29,110,41,0,1,0.08,1
kavya.bhise,2341,12,2329,70,19,1,41,1,1,0.01,1
arjun_singh,3993,12,3981,44,27,52,7,1,1,0.0,1
ankitkamble,17558,15808,1750,1885,1822,618,110,1,0,9.03,0
suresh.kadam,28039,26384,1655,2966,386,2910,95,1,1,15.94,0
krishna_chavhan,36416,35658,758,3735,1535,800,83,1,0,47.04,0
aarav_284,1610,125,1485,16,29,46,22,1,0,0.08,1
ankit299,2522,227,2295,70,26,180,13,0,0,0.1,1
kavyabhise,3098,149,2949,29,32,140,3,0,1,0.05,1
priya_107,3629,106,3523,64,49,45,42,0,1,0.03,1
prajkta.patel,1641,5,1636,21,14,172,37,0,1,0.0,1
suman.mehta,78586,77373,1213,2646,1502,1884,92,1,0,63.79,0
ananya_167,4810,143,4667,22,14,106,2,0,0,0.03,1
divya_261,56448,55006,1442,2615,1900,2748,144,1,1,38.15,0
suman.joshi,2882,217,2665,49,30,88,3,1,0,0.08,1
